market,topic
Will Donald Trump sign an executive order on July 29?,trump_admin
"Will Donald Trump sign an executive order on May 15, 2026?",trump_admin
"Will Donald Trump sign an executive order on May 19, 2026?",trump_admin
Will Donald Trump sign an executive order on September 10?,trump_admin
Will Donald Trump's tie be blue?,trump_admin
"Will Donald Trump's tie be red on April 28, 2026?",trump_admin
Will Donald Trump's tie be yellow?,trump_admin
Will Doug Burgum be a member of the Trump administration? ,trump_admin
Will Elon Musk leave the Trump administration first?,trump_admin
Will Kash Patel leave the Trump administration in 2025?,trump_admin
Will Kristi Noem be the first to leave the Trump Cabinet in 2025?,trump_admin
Will Lori Chavez-DeRemer be the next to leave the Trump Cabinet before 2027?,trump_admin
Will Nancy Pelosi attend presidential inauguration?,trump_admin
Will Pam Bondi be the next to leave the Trump Cabinet before 2027?,trump_admin
Will Rachel Reeves leave Starner’s cabinet by July 15th?,trump_admin
Will Ric Grenell be Trump’s Director of National Intelligence?,trump_admin
Will Rishi Sunak be the next UK Conservative Party Leader?,trump_admin
Will Tom Homan leave the Trump administration before 2027?,trump_admin
Will Trump appoint Alina Habba for White House Press Secretary?,trump_admin
Will Trump be Speaker by January 1?,trump_admin
Will Trump declare a national emergency on his first day?,trump_admin
Will Trump issue an executive order on February 10?,trump_admin
Will Trump issue an executive order on February 17?,trump_admin
Will Trump issue an executive order on February 19?,trump_admin
Will Trump issue an executive order on February 6?,trump_admin
Will Trump issue an executive order on February 7?,trump_admin
Will Trump issue an executive order on March 2?,trump_admin
"Will Trump name ""Kamala"" in April?",trump_admin
Will Trump nominate Brian Blase for HHS Secretary?,trump_admin
Will Trump nominate Cindy Hyde-Smith for Agriculture Secretary?,trump_admin
Will Trump nominate Doug Burgum for Energy Secretary?,trump_admin
Will Trump nominate Nicole Shanahan for FDA Commissioner?,trump_admin
Will Trump nominate Tim Scott for HUD Secretary?,trump_admin
Will Trump nominate Todd Blanche for Attorney General?,trump_admin
Will Trump pick Andrew Bailey for Attorney General?,trump_admin
Will Trump pick Andrew Bailey for Director of the FBI?,trump_admin
Will Trump pick John Ratcliffe for Attorney General?,trump_admin
"Will Trump say ""Howard"" or ""Lutnick"" during the State of the Union address?",trump_admin
"Will Trump say ""IQ"" during Cabinet Meeting on December 2?",trump_admin
"Will Trump say ""Putin"" during the State of the Union address?",trump_admin
"Will Trump say ""Stock Market"" during the Signing Ceremony on Wednesday?",trump_admin
"Ethereum above $2,500 on August 23?",uncertain
"Ethereum above $2,800 on May 30?",uncertain
"Ethereum above 1,910 on March 29, 9PM ET?",uncertain
"Ethereum above 1,985 on April 3, 11AM ET?",uncertain
"Ethereum above 2,020 on April 3, 11PM ET?",uncertain
"Ethereum above 2,020 on March 27, 9PM ET?",uncertain
"Ethereum above 2,065 on March 28, 5PM ET?",uncertain
"Ethereum above 2,120 on March 21, 2PM ET?",uncertain
"Ethereum above 2,135 on March 26, 10PM ET?",uncertain
"Ethereum above 2,295 on April 10, 1PM ET?",uncertain
"Ethereum above 2,295 on April 16, 3PM ET?",uncertain
Probable FDV above $100M one day after launch?,uncertain
Will Apple (AAPL) be the top performing Magnificent 7 company during the week of November 24?,uncertain
Will Apple (AAPL) hit (LOW) $252 Week of April 20 2026?,uncertain
Will Bitcoin dip to $60K in July?,uncertain
"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 12, 2026?",uncertain
Will Fiorentina place 17th for the 2025-26 Serie A season?,uncertain
Will Germany win the 2025 UEFA European U21 Championship?,uncertain
Will Henri Bontenbal become the next Prime Minister of the Netherlands?,uncertain
Will Israel win Eurovision 2023?,uncertain
"Will J.D. Vance say ""Egg"" or ""Gasoline"" 2+ times in Ohio on Thursday?",uncertain
Will Julian Alvarez win the 2026 Ballon d'Or?,uncertain
Will Lewis Hamilton win the Mexico City Grand Prix?,uncertain
Will Lionel Messi rank in Google’s Top 5 Most Searched People of 2025?,uncertain
Will Meta reach $620 in December?,uncertain
Will Microsoft Corporation (MSFT) hit (HIGH) $412.50 Week of April 13 2026?,uncertain
Will Microstrategy announce a Bitcoin purchase December 16-22?,uncertain
Will Microstrategy announce a Bitcoin purchase January 6-12?,uncertain
Will NFT #2678 win the Based trading competition?,uncertain
Will Netflix (NFLX) finish week of April 27 above $130?,uncertain
"Will Netflix, Inc. (NFLX) hit (LOW) $90 Week of April 27 2026?",uncertain
Will PNC (PNC) beat quarterly earnings?,uncertain
Will Paprika Recipe Manager 3 be #1 Paid App in the US Apple App Store on February 6?,uncertain
Will Riyadh Falcons finish in the top 4 of the CDL Regular Season?,uncertain
"Will Trump say ""South Africa"" or ""G20"" during Rwanda and Congo events on December 4?",uncertain
Will Villarreal CF win La Liga?,uncertain
Will any xAI Grok model score at least 50% on the FrontierMath Exam?,uncertain
Will the Cincinnati Reds win the 2025 World Series?,uncertain
Will the Republican candidate win Iowa by 9.0-10.0%? ,uncertain
"Will the price of Ethereum be above $1,700 on April 2?",uncertain
"Will the price of Ethereum be above $1,800 on April 2?",uncertain
"Will the price of Ethereum be above $1,900 on February 13?",uncertain
"Will the price of Ethereum be above $2,500 on April 7?",uncertain
"Will the price of Ethereum be above $3,200 on January 27?",uncertain
"Will the price of Ethereum be between $4,425 and $4,450 on September 16 at 4PM ET?",uncertain
"Will the price of Ethereum be between $4,475 and $4,500 on September 21 at 4PM ET?",uncertain
"Will the price of Ethereum be greater than $4,725 on September 12 at 8PM ET?",uncertain
"Will the price of Ethereum be less than $4,550 on September 13 at 12AM ET?",uncertain
Will the price of Solana be above $60 on May 6?,uncertain
"Will the price of natural gas be $9 or more on September 12, 2022? (OCT 2022 Future)",uncertain
5+ days Gov Shutdown Odds >50% Monday Night (12-1 AM)?,us_domestic_policy
Debt ceiling raised or suspended before June?,us_domestic_policy
First enacted funding bill include ACA premium subsidy extension?,us_domestic_policy
Senate vote on Epstein bill by November 21?,us_domestic_policy
US congress stock trading ban by June 30?,us_domestic_policy
US debt ceiling hike by July 1?,us_domestic_policy
US debt ceiling hike by June 2?,us_domestic_policy
US defaults on debt by 2027?,us_domestic_policy
US government shutdown Saturday?,us_domestic_policy
Which chamber will move first on a funding bill?,us_domestic_policy
Will 140 or more House Republicans vote for the debt ceiling deal by June 4?,us_domestic_policy
Will 150-174 Republicans vote in favor of government funding bill?,us_domestic_policy
Will 200-209 Republicans vote in favor of government funding bill?,us_domestic_policy
Will 25-49 Republicans vote in favor of government funding bill?,us_domestic_policy
Will Credit-card routing competition become law this year?,us_domestic_policy
Will Export-control chip security become law this year?,us_domestic_policy
Will House and Senate pass funding bill by November 30?,us_domestic_policy
"Will John Fetterman vote ""Yea"" on the next funding bill?",us_domestic_policy
Will Trump & Elon reduce the deficit in 2025? ,us_domestic_policy
Will Trump Airport become law this year?,us_domestic_policy
Will between 200 and 211 Democratic congressmen vote for funding bill?,us_domestic_policy
Will next reconciliation bill extend income tax cut for high earners in 2025?,us_domestic_policy
Will reconciliation bill be passed by July 3?,us_domestic_policy
Will the Continuing Appropriations and Extensions Act (H.R.5371) be signed into law by December 31 2025?,us_domestic_policy
Will the Continuing Appropriations and Extensions and Other Matters Act (S.2882) be signed into law by December 31 2025?,us_domestic_policy
"Will the DHS shutdown end between April 29-30, 2026?",us_domestic_policy
"Will the DHS shutdown end between February 20-23, 2026?",us_domestic_policy
"Will the DHS shutdown end between March 16-19, 2026?",us_domestic_policy
"Will the DHS shutdown end between March 20-23, 2026?",us_domestic_policy
Will the DHS shutdown end between May 18-24 2026?,us_domestic_policy
Will the DHS shutdown last 30 days or more?,us_domestic_policy
Will the DHS shutdown last 5 days or more?,us_domestic_policy
"Will the Department of Homeland Security receive full-year funding by February 13, 2026?",us_domestic_policy
"Will the Department of Homeland Security receive full-year funding by February 28, 2026?",us_domestic_policy
Will the GENIUS Act (S. 394) be signed into law by December 31 2025?,us_domestic_policy
Will the Government shutdown end November 8-11?,us_domestic_policy
Will the Government shutdown end October 1-2?,us_domestic_policy
Will the Government shutdown end October 10-14?,us_domestic_policy
Will the Government shutdown end October 23-26?,us_domestic_policy
Will the Government shutdown end October 6-9?,us_domestic_policy
Will the Government shutdown end by October 24?,us_domestic_policy
Will the government shutdown end November 11?,us_domestic_policy
Will the government shutdown end November 9?,us_domestic_policy
Will the government shutdown last 1 day or more?,us_domestic_policy
Will the government shutdown last 21 days or more?,us_domestic_policy
Will the government shutdown last 6 days or more?,us_domestic_policy
"Will the next government funding bill be passed on January 22, 2026?",us_domestic_policy
"Will the next government funding bill be passed on January 29, 2026?",us_domestic_policy
Will there be a US government shutdown by October 2?,us_domestic_policy
Will there be no US government shutdown by January 31 and will the Republican Party win the House in 2026?,us_domestic_policy
Will a hurricane make landfall in the lower 48 U.S. states by August 31?,weather_disasters
Will the highest temperature in Ankara be 15°C on March 16?,weather_disasters
Will the highest temperature in Austin be between 58-59°F on May 5?,weather_disasters
Will the highest temperature in Beijing be 22°C or below on April 21?,weather_disasters
Will the highest temperature in Buenos Aires be 42°C on December 30?,weather_disasters
Will the highest temperature in Cape Town be 13°C on May 5?,weather_disasters
Will the highest temperature in Chengdu be 17°C on April 6?,weather_disasters
Will the highest temperature in Chengdu be 19°C on March 24?,weather_disasters
Will the highest temperature in Chengdu be 28°C on April 18?,weather_disasters
Will the highest temperature in Chicago be 53°F or below on March 29?,weather_disasters
Will the highest temperature in Chicago be between 70-71°F on March 30?,weather_disasters
Will the highest temperature in Dallas be between 22-23°F on January 25?,weather_disasters
Will the highest temperature in Denver be between 48-49°F on April 21?,weather_disasters
Will the highest temperature in Karachi be 34°C on April 20?,weather_disasters
Will the highest temperature in Kuala Lumpur be 31°C on April 9?,weather_disasters
Will the highest temperature in Lagos be 30°C on April 21?,weather_disasters
Will the highest temperature in London be 11°C on December 20?,weather_disasters
Will the highest temperature in London be 11°C on February 12?,weather_disasters
Will the highest temperature in London be 62°F or higher on March 25?,weather_disasters
Will the highest temperature in London be between 53-54°F on October 22?,weather_disasters
Will the highest temperature in London be between 58-59°F on April 10?,weather_disasters
Will the highest temperature in London be between 73-74°F on April 30?,weather_disasters
Will the highest temperature in London be between 77-78°F on August 8?,weather_disasters
Will the highest temperature in Mexico City be 27°C on April 4?,weather_disasters
Will the highest temperature in Miami be between 80-81°F on April 8?,weather_disasters
Will the highest temperature in Milan be 16°C on May 1?,weather_disasters
Will the highest temperature in Milan be 17°C or higher on April 13?,weather_disasters
Will the highest temperature in Munich be 16°C or below on May 3?,weather_disasters
Will the highest temperature in Munich be 18°C on April 29?,weather_disasters
Will the highest temperature in NYC be 29°F or below on March 2?,weather_disasters
Will the highest temperature in Paris be 10°C or below on May 5?,weather_disasters
Will the highest temperature in Paris be 8°C or higher on February 18?,weather_disasters
Will the highest temperature in San Francisco be between 56-57°F on April 20?,weather_disasters
Will the highest temperature in San Francisco be between 60-61°F on April 25?,weather_disasters
Will the highest temperature in Sao Paulo be 29°C on March 29?,weather_disasters
Will the highest temperature in Seattle be between 48-49°F on February 12?,weather_disasters
Will the highest temperature in Seattle be between 50-51°F on December 14?,weather_disasters
Will the highest temperature in Seoul be 3°C or below on February 20?,weather_disasters
Will the highest temperature in Shenzhen be 17°C on April 30?,weather_disasters
Will the highest temperature in Tel Aviv be 19°C on April 28?,weather_disasters
Will the highest temperature in Tokyo be 12°C on March 22?,weather_disasters
Will the highest temperature in Toronto be -10°C on February 8?,weather_disasters
Will the highest temperature in Toronto be -3°C on December 22?,weather_disasters
Will the highest temperature in Toronto be -6°C or below on March 18?,weather_disasters
Will the highest temperature in Toronto be 15°C on April 10?,weather_disasters
Will the highest temperature in Wellington be 16°C on February 22?,weather_disasters
Will the lowest temperature in Hong Kong be 28°C on April 23?,weather_disasters
Will the lowest temperature in London be 8°C on May 4?,weather_disasters
Will the lowest temperature in Paris be 10°C on May 3?,weather_disasters
Will the lowest temperature in Seoul be 15°C on May 1?,weather_disasters
